Date,Close
06/07/2020 16:00:00,493.81
07/07/2020 16:00:00,493.16
08/07/2020 16:00:00,502.78
09/07/2020 16:00:00,507.76
10/07/2020 16:00:00,548.73
13/07/2020 16:00:00,525.5
14/07/2020 16:00:00,524.88
15/07/2020 16:00:00,523.26
16/07/2020 16:00:00,527.39
17/07/2020 16:00:00,492.99
20/07/2020 16:00:00,502.41
21/07/2020 16:00:00,490.1
22/07/2020 16:00:00,489.82
23/07/2020 16:00:00,477.58
24/07/2020 16:00:00,480.45
27/07/2020 16:00:00,495.65
28/07/2020 16:00:00,488.51
29/07/2020 16:00:00,484.48
30/07/2020 16:00:00,485.8
31/07/2020 16:00:00,488.88
03/08/2020 16:00:00,498.62
04/08/2020 16:00:00,509.64
05/08/2020 16:00:00,502.11
06/08/2020 16:00:00,509.08
07/08/2020 16:00:00,494.73
10/08/2020 16:00:00,483.38
11/08/2020 16:00:00,466.93
12/08/2020 16:00:00,475.47
13/08/2020 16:00:00,481.33
14/08/2020 16:00:00,482.68
17/08/2020 16:00:00,482.35
18/08/2020 16:00:00,491.87
19/08/2020 16:00:00,484.53
20/08/2020 16:00:00,497.9
21/08/2020 16:00:00,492.31
24/08/2020 16:00:00,488.81
25/08/2020 16:00:00,490.58
26/08/2020 16:00:00,547.53
27/08/2020 16:00:00,526.27
28/08/2020 16:00:00,523.89
31/08/2020 16:00:00,529.56
01/09/2020 16:00:00,556.55
02/09/2020 16:00:00,552.84
03/09/2020 16:00:00,525.75
04/09/2020 16:00:00,516.05
08/09/2020 16:00:00,507.02
09/09/2020 16:00:00,500.19
10/09/2020 16:00:00,480.67
11/09/2020 16:00:00,482.03
14/09/2020 16:00:00,476.26
15/09/2020 16:00:00,495.99
16/09/2020 16:00:00,483.86
17/09/2020 16:00:00,470.2
18/09/2020 16:00:00,469.96
21/09/2020 16:00:00,487.35
22/09/2020 16:00:00,491.17
23/09/2020 16:00:00,470.61
24/09/2020 16:00:00,473.08
25/09/2020 16:00:00,482.88
28/09/2020 16:00:00,490.65
29/09/2020 16:00:00,493.48
30/09/2020 16:00:00,500.03
01/10/2020 16:00:00,527.51
02/10/2020 16:00:00,503.06
05/10/2020 16:00:00,520.65
06/10/2020 16:00:00,505.87
07/10/2020 16:00:00,534.66
08/10/2020 16:00:00,531.79
09/10/2020 16:00:00,539.44
12/10/2020 16:00:00,539.81
13/10/2020 16:00:00,554.09
14/10/2020 16:00:00,541.45
15/10/2020 16:00:00,541.94
16/10/2020 16:00:00,530.79
19/10/2020 16:00:00,530.72
20/10/2020 16:00:00,525.42
21/10/2020 16:00:00,489.05
22/10/2020 16:00:00,485.23
23/10/2020 16:00:00,488.28
26/10/2020 16:00:00,488.24
27/10/2020 16:00:00,488.93
28/10/2020 16:00:00,486.24
29/10/2020 16:00:00,504.21
30/10/2020 16:00:00,475.74
02/11/2020 16:00:00,484.12
03/11/2020 16:00:00,487.22
04/11/2020 16:00:00,496.95
05/11/2020 16:00:00,513.76
06/11/2020 16:00:00,514.73
09/11/2020 16:00:00,470.5
10/11/2020 16:00:00,480.24
11/11/2020 16:00:00,490.76
12/11/2020 16:00:00,486.77
13/11/2020 16:00:00,482.84
16/11/2020 16:00:00,479.1
17/11/2020 16:00:00,480.63
18/11/2020 16:00:00,481.79
19/11/2020 16:00:00,484.67
20/11/2020 16:00:00,488.24
23/11/2020 16:00:00,476.62
24/11/2020 16:00:00,482.88
25/11/2020 16:00:00,485
27/11/2020 13:00:00,491.36
30/11/2020 16:00:00,490.7
01/12/2020 16:00:00,504.58
02/12/2020 16:00:00,503.38
03/12/2020 16:00:00,497.52
04/12/2020 16:00:00,498.31
07/12/2020 16:00:00,515.78
08/12/2020 16:00:00,512.66
09/12/2020 16:00:00,493.6
10/12/2020 16:00:00,501.09
11/12/2020 16:00:00,503.22
14/12/2020 16:00:00,522.42
15/12/2020 16:00:00,519.78
16/12/2020 16:00:00,524.83
17/12/2020 16:00:00,532.9
18/12/2020 16:00:00,534.45
21/12/2020 16:00:00,528.91
22/12/2020 16:00:00,527.33
23/12/2020 16:00:00,514.48
24/12/2020 13:00:00,513.97
28/12/2020 16:00:00,519.12
29/12/2020 16:00:00,530.87
30/12/2020 16:00:00,524.59
31/12/2020 16:00:00,540.73
